id,e0,e1,e2,e3,e4,e5,e6,e8,e7,e9,cat3
TEST_05410,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05411,11,11,11,11,11,11,11,11,11,11,공원
TEST_05412,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_05413,118,86,118,118,118,118,118,86,118,118,한식
TEST_05414,80,80,80,80,80,80,80,80,80,80,윈드서핑/제트스키
TEST_05415,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05416,118,118,118,118,118,118,118,118,118,118,한식
TEST_05417,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05418,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05419,41,115,115,41,41,41,41,41,41,41,바/까페
TEST_05420,53,53,53,53,53,53,53,53,53,53,산
TEST_05421,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05422,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05423,118,118,118,118,118,118,118,118,118,118,한식
TEST_05424,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_05425,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05426,100,100,100,100,100,100,100,100,100,100,중식
TEST_05427,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05428,20,20,20,40,40,40,40,40,40,40,민속마을
TEST_05429,3,80,48,112,86,112,112,21,93,21,트래킹
TEST_05430,118,118,118,118,118,118,118,118,118,118,한식
TEST_05431,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05432,118,118,118,118,118,118,118,118,118,118,한식
TEST_05433,18,18,18,18,18,18,18,18,18,18,기타
TEST_05434,119,119,31,119,119,31,31,119,31,119,모텔
TEST_05435,53,53,53,53,53,53,53,53,53,53,산
TEST_05436,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05437,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05438,11,11,11,11,11,11,11,11,11,11,공원
TEST_05439,118,118,118,118,118,118,118,118,118,118,한식
TEST_05440,118,118,118,118,118,118,118,118,118,118,한식
TEST_05441,118,118,118,118,118,118,118,118,118,118,한식
TEST_05442,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05443,4,4,4,4,4,4,4,4,4,4,게스트하우스
TEST_05444,61,61,61,61,61,61,61,61,61,61,수목원
TEST_05445,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05446,11,11,11,11,11,11,11,11,11,11,공원
TEST_05447,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_05448,118,118,118,118,118,118,118,118,118,118,한식
TEST_05449,115,115,115,31,31,31,31,31,31,31,모텔
TEST_05450,31,31,31,31,31,31,31,31,31,31,모텔
TEST_05451,31,31,115,31,31,31,31,31,31,31,모텔
TEST_05452,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05453,119,126,126,126,126,126,126,126,126,126,홈스테이
TEST_05454,91,118,91,91,118,91,118,118,118,118,한식
TEST_05455,58,58,58,58,58,58,58,58,58,58,섬
TEST_05456,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05457,94,94,94,94,94,94,94,94,94,94,자연휴양림
TEST_05458,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05459,100,100,100,100,100,100,100,100,100,100,중식
TEST_05460,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_05461,60,34,15,15,15,15,9,9,15,9,수련시설
TEST_05462,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05463,118,118,118,118,118,118,118,118,118,118,한식
TEST_05464,8,8,8,8,8,8,8,8,8,8,골프
TEST_05465,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05466,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05467,35,35,35,35,35,35,35,35,35,35,문화전수시설
TEST_05468,127,127,61,127,127,127,127,93,93,93,희귀동.식물
TEST_05469,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05470,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_05471,118,118,118,118,118,118,118,118,118,118,한식
TEST_05472,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05473,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05474,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_05475,16,16,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05476,118,118,118,118,118,118,118,118,118,118,한식
TEST_05477,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_05478,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05479,118,118,118,118,118,118,118,118,118,118,한식
TEST_05480,118,118,118,118,118,118,118,118,118,118,한식
TEST_05481,3,3,3,85,3,3,3,3,3,3,강
TEST_05482,118,118,118,118,118,118,118,118,118,118,한식
TEST_05483,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05484,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05485,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05486,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05487,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05488,41,91,41,57,91,91,91,91,41,91,바/까페
TEST_05489,3,82,125,125,82,82,125,125,125,125,호수
TEST_05490,71,71,71,71,71,71,71,71,71,71,썰매장
TEST_05491,118,118,118,118,118,118,118,118,118,118,한식
TEST_05492,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05493,118,86,86,118,86,86,118,101,101,101,한식
TEST_05494,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_05495,53,53,53,53,53,53,53,53,53,53,산
TEST_05496,119,119,12,12,12,12,12,12,12,12,한옥스테이
TEST_05497,93,72,72,72,93,72,93,93,93,93,자연생태관광지
TEST_05498,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_05499,112,86,112,112,112,112,112,112,112,112,트래킹
TEST_05500,91,118,91,91,91,91,91,91,91,91,한식
TEST_05501,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05502,118,118,118,118,118,118,118,118,118,118,한식
TEST_05503,118,118,118,118,118,118,118,118,118,118,한식
TEST_05504,118,118,118,118,118,118,118,118,118,118,한식
TEST_05505,7,7,7,7,7,7,7,7,7,7,고택
TEST_05506,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05507,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05508,118,118,118,118,118,118,118,118,118,118,한식
TEST_05509,118,118,118,118,118,118,118,118,118,118,한식
TEST_05510,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05511,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_05512,11,11,11,11,11,11,84,84,84,84,공원
TEST_05513,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05514,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05515,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05516,5,53,53,5,5,53,5,24,5,94,계곡
TEST_05517,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05518,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_05519,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_05520,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_05521,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05522,11,11,11,11,11,11,11,11,11,11,공원
TEST_05523,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05524,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05525,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05526,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_05527,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05528,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05529,60,60,60,60,60,60,60,60,60,60,수련시설
TEST_05530,96,96,96,113,96,96,113,113,113,113,특산물판매점
TEST_05531,118,118,118,118,118,118,118,118,118,118,한식
TEST_05532,85,55,85,85,85,55,85,85,85,85,유적지/사적지
TEST_05533,93,93,112,53,112,53,93,93,93,93,트래킹
TEST_05534,91,91,91,91,91,91,91,91,91,118,일식
TEST_05535,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_05536,127,127,127,127,127,127,127,127,127,127,희귀동.식물
TEST_05537,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05538,118,118,57,118,118,57,57,57,57,57,한식
TEST_05539,40,40,40,40,40,40,40,40,40,40,민속마을
TEST_05540,118,118,118,118,118,118,118,118,118,118,한식
TEST_05541,10,40,10,40,40,88,88,10,10,10,민속마을
TEST_05542,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05543,41,114,114,114,118,114,114,101,101,118,한식
TEST_05544,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05545,119,31,115,119,31,31,31,119,31,31,모텔
TEST_05546,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05547,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05548,118,118,118,118,118,118,118,118,118,118,한식
TEST_05549,11,11,11,11,11,11,11,11,11,11,공원
TEST_05550,118,118,118,118,118,118,118,118,118,118,한식
TEST_05551,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_05552,118,118,118,118,118,118,118,118,118,118,한식
TEST_05553,118,118,126,126,118,118,118,118,118,118,고택
TEST_05554,118,118,118,118,118,118,118,118,118,118,한식
TEST_05555,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05556,118,118,118,118,118,118,118,118,118,118,한식
TEST_05557,61,115,115,115,115,115,115,115,115,115,펜션
TEST_05558,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05559,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05560,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05561,118,118,118,118,118,118,118,118,118,118,한식
TEST_05562,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_05563,60,60,60,94,94,94,94,94,60,94,자연휴양림
TEST_05564,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05565,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05566,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05567,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05568,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05569,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05570,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05571,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05572,54,54,54,0,0,0,54,54,54,54,5일장
TEST_05573,118,118,118,118,118,118,118,118,118,118,한식
TEST_05574,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_05575,121,121,121,121,121,121,121,39,31,39,해수욕장
TEST_05576,118,118,118,118,118,118,118,118,118,118,한식
TEST_05577,118,118,118,118,118,118,118,118,118,118,한식
TEST_05578,118,118,118,118,118,118,118,118,118,118,한식
TEST_05579,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05580,80,67,66,47,47,50,50,50,50,50,빙벽등반
TEST_05581,85,85,10,85,85,85,85,85,85,85,유적지/사적지
TEST_05582,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05583,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05584,73,73,73,73,73,73,12,73,73,73,"야영장,오토캠핑장"
TEST_05585,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05586,118,118,118,118,118,118,118,118,118,118,한식
TEST_05587,41,57,41,57,57,41,57,57,57,57,바/까페
TEST_05588,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05589,118,118,118,118,118,118,118,118,118,118,한식
TEST_05590,59,59,59,59,59,59,59,59,59,59,성
TEST_05591,3,3,3,3,3,3,3,3,3,3,강
TEST_05592,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_05593,118,118,118,118,118,118,118,118,118,118,한식
TEST_05594,90,90,61,61,61,90,93,90,61,90,수목원
TEST_05595,41,41,11,41,86,86,84,41,41,41,바/까페
TEST_05596,80,80,80,102,102,102,102,102,102,102,카약/카누
TEST_05597,77,74,74,74,74,74,74,74,74,74,약수터
TEST_05598,100,100,100,100,118,100,100,100,100,100,중식
TEST_05599,119,119,31,119,119,31,31,119,31,119,한옥스테이
TEST_05600,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05601,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05602,31,83,83,83,83,83,83,83,83,83,유스호스텔
TEST_05603,118,57,57,118,118,114,118,114,101,118,패밀리레스토랑
TEST_05604,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05605,115,115,115,31,115,31,31,115,31,115,모텔
TEST_05606,118,118,118,118,118,118,118,118,118,118,한식
TEST_05607,17,17,17,17,17,17,17,17,17,17,기암괴석
TEST_05608,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05609,8,8,8,8,8,8,8,8,8,8,골프
TEST_05610,118,118,118,118,118,118,118,118,118,118,한식
TEST_05611,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_05612,92,84,84,84,92,84,92,92,84,84,자동차경주
TEST_05613,20,20,86,86,86,86,86,86,86,86,농.산.어촌 체험
TEST_05614,118,118,118,118,118,118,118,118,118,118,한식
TEST_05615,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05616,119,119,31,119,119,119,119,119,119,119,한옥스테이
TEST_05617,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05618,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05619,59,59,59,59,59,59,59,59,59,59,성
TEST_05620,82,26,72,72,72,72,72,72,72,72,안보관광
TEST_05621,118,118,118,118,118,118,118,118,118,118,한식
TEST_05622,118,118,118,118,118,118,118,118,118,118,한식
TEST_05623,118,118,118,118,118,118,118,118,118,118,한식
TEST_05624,115,115,115,115,115,115,115,115,115,115,펜션
TEST_05625,100,100,100,100,100,100,100,100,100,100,중식
TEST_05626,100,100,100,100,100,100,100,100,100,100,중식
TEST_05627,118,118,118,118,118,118,118,118,118,118,한식
TEST_05628,58,58,81,58,58,58,58,58,58,58,섬
TEST_05629,31,31,31,119,31,31,31,31,31,31,모텔
TEST_05630,100,100,100,100,100,100,100,100,100,100,중식
TEST_05631,118,118,118,118,118,118,118,118,118,118,한식
TEST_05632,41,86,41,41,41,86,41,41,41,41,바/까페
TEST_05633,21,21,21,21,21,21,21,21,21,21,다리/대교
TEST_05634,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05635,8,8,8,8,8,8,8,8,8,8,골프
TEST_05636,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05637,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05638,118,118,118,118,118,118,118,118,118,118,한식
TEST_05639,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05640,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05641,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05642,41,57,41,57,57,57,57,57,57,57,서양식
TEST_05643,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05644,118,118,118,118,118,118,118,118,118,118,한식
TEST_05645,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_05646,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05647,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05648,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_05649,59,59,59,59,59,59,59,59,59,59,성
TEST_05650,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05651,90,90,43,43,43,43,43,43,43,43,박람회
TEST_05652,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05653,97,84,84,84,84,84,84,84,84,84,유원지
TEST_05654,118,118,118,118,118,118,118,118,118,118,한식
TEST_05655,80,80,80,80,80,80,80,80,80,80,윈드서핑/제트스키
TEST_05656,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_05657,57,57,57,57,57,57,57,57,57,57,서양식
TEST_05658,53,53,53,53,53,53,53,53,53,53,산
TEST_05659,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05660,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05661,4,4,4,4,4,4,4,4,4,4,게스트하우스
TEST_05662,118,118,118,118,118,118,118,118,118,118,한식
TEST_05663,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05664,11,11,11,11,93,53,93,11,11,11,공원
TEST_05665,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05666,119,126,126,119,119,119,119,119,119,119,한옥스테이
TEST_05667,11,11,11,11,11,11,11,11,11,11,공원
TEST_05668,118,118,118,118,118,118,118,118,118,118,한식
TEST_05669,18,18,18,18,18,18,18,18,18,18,기타
TEST_05670,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05671,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_05672,5,5,5,5,5,5,5,5,5,5,계곡
TEST_05673,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05674,118,118,118,118,118,118,118,118,118,118,한식
TEST_05675,118,118,118,118,118,118,118,118,118,118,한식
TEST_05676,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_05677,121,122,122,122,122,122,122,122,122,122,해안절경
TEST_05678,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05679,85,7,85,85,85,85,7,7,7,85,유적지/사적지
TEST_05680,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05681,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05682,84,11,11,11,11,11,11,11,11,11,공원
TEST_05683,118,118,118,118,118,118,118,118,118,118,한식
TEST_05684,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05685,97,97,97,93,97,97,97,97,97,97,전시관
TEST_05686,58,58,84,84,93,93,84,84,84,93,섬
TEST_05687,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05688,118,118,118,118,118,118,118,118,118,118,한식
TEST_05689,118,118,118,118,118,118,118,118,118,118,한식
TEST_05690,86,90,86,86,86,86,113,86,113,86,이색거리
TEST_05691,41,118,41,41,41,41,41,41,41,41,바/까페
TEST_05692,118,118,118,118,118,118,118,118,118,118,한식
TEST_05693,111,111,111,86,86,18,111,111,111,111,테마공원
TEST_05694,118,118,118,118,118,118,118,118,118,118,서양식
TEST_05695,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05696,9,9,9,9,9,9,9,9,9,9,공연장
TEST_05697,20,20,20,40,40,20,20,20,20,20,농.산.어촌 체험
TEST_05698,118,118,118,118,118,118,118,118,118,118,한식
TEST_05699,118,118,118,118,118,118,118,118,118,118,한식
TEST_05700,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05701,54,54,54,0,0,0,54,54,54,54,상설시장
TEST_05702,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05703,99,85,99,85,85,85,85,99,99,99,고택
TEST_05704,118,118,118,118,118,118,118,118,118,118,한식
TEST_05705,58,58,58,58,58,58,58,58,58,58,섬
TEST_05706,93,53,53,53,53,53,93,93,93,93,자연생태관광지
TEST_05707,38,3,125,125,125,125,125,125,125,125,호수
TEST_05708,90,19,111,75,19,19,75,75,75,19,기타행사
TEST_05709,97,111,111,97,97,97,97,97,44,97,전시관
TEST_05710,5,5,5,5,5,5,5,5,5,5,계곡
TEST_05711,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05712,9,9,9,9,9,9,9,9,9,9,공연장
TEST_05713,8,8,8,8,8,8,8,8,8,8,골프
TEST_05714,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05715,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_05716,34,34,34,34,34,34,34,34,34,34,문화원
TEST_05717,20,20,20,20,20,86,20,20,20,20,농.산.어촌 체험
TEST_05718,11,11,11,11,11,11,11,11,11,11,공원
TEST_05719,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05720,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05721,10,96,10,10,10,10,10,10,10,10,"공예,공방"
TEST_05722,9,9,9,9,9,9,9,9,9,9,공연장
TEST_05723,118,118,118,118,118,118,118,118,118,118,한식
TEST_05724,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05725,118,118,118,118,118,118,118,118,118,118,한식
TEST_05726,12,12,126,12,12,12,12,12,12,12,관광단지
TEST_05727,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05728,118,118,118,118,118,118,118,118,118,118,한식
TEST_05729,118,118,118,118,118,118,118,118,118,118,한식
TEST_05730,111,111,111,11,111,111,111,111,111,111,테마공원
TEST_05731,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_05732,55,55,55,55,55,55,55,55,55,55,생가
TEST_05733,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_05734,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05735,84,84,84,84,84,3,84,84,84,84,유원지
TEST_05736,118,118,118,118,118,118,118,118,118,118,한식
TEST_05737,4,4,4,4,4,4,4,4,4,4,게스트하우스
TEST_05738,118,118,118,118,118,118,118,118,118,118,한식
TEST_05739,86,86,99,99,112,112,112,112,112,112,이색거리
TEST_05740,5,5,5,5,5,5,5,5,5,5,계곡
TEST_05741,9,9,9,9,9,9,9,9,9,9,공연장
TEST_05742,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05743,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05744,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05745,118,118,118,118,118,118,118,118,118,118,한식
TEST_05746,118,118,118,118,118,118,118,118,118,118,한식
TEST_05747,119,119,31,119,119,119,119,119,119,119,모텔
TEST_05748,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_05749,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05750,3,3,3,3,3,3,3,3,3,3,강
TEST_05751,8,8,8,8,8,8,8,8,8,8,골프
TEST_05752,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05753,97,97,97,97,97,97,97,97,18,97,전시관
TEST_05754,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05755,86,86,111,86,86,86,18,86,86,86,이색거리
TEST_05756,5,5,5,5,5,5,5,5,5,5,계곡
TEST_05757,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05758,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05759,115,115,115,31,115,115,115,115,115,115,펜션
TEST_05760,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_05761,118,118,118,118,118,118,118,118,118,118,한식
TEST_05762,118,118,118,118,118,118,118,118,118,118,한식
TEST_05763,97,90,37,105,19,19,105,105,105,105,기타행사
TEST_05764,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05765,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05766,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05767,25,34,25,25,25,25,25,25,25,25,도서관
TEST_05768,3,93,116,116,116,116,5,116,116,5,폭포
TEST_05769,118,118,118,118,118,118,118,118,118,118,한식
TEST_05770,81,81,81,81,81,81,81,81,81,81,유람선/잠수함관광
TEST_05771,118,118,118,118,118,118,118,118,118,118,한식
TEST_05772,73,111,111,111,111,111,111,111,111,111,테마공원
TEST_05773,97,97,97,97,97,97,97,97,97,97,전시관
TEST_05774,38,3,3,38,3,38,3,38,3,38,민물낚시
TEST_05775,97,97,97,97,97,97,97,97,97,97,전시관
TEST_05776,118,118,118,118,118,118,118,118,118,118,한식
TEST_05777,118,118,118,118,118,118,118,118,118,118,한식
TEST_05778,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_05779,118,118,118,118,118,118,118,118,118,118,한식
TEST_05780,31,31,31,31,31,31,31,31,31,31,모텔
TEST_05781,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05782,97,97,97,97,97,97,97,97,97,97,전시관
TEST_05783,38,38,3,38,3,38,38,38,38,38,민물낚시
TEST_05784,118,118,118,118,118,118,118,118,118,118,한식
TEST_05785,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05786,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05787,8,8,8,8,8,8,8,8,8,8,골프
TEST_05788,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05789,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05790,3,3,125,125,125,125,125,125,125,125,호수
TEST_05791,118,118,118,118,118,118,118,118,118,118,한식
TEST_05792,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05793,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_05794,118,118,118,118,118,118,118,118,118,118,한식
TEST_05795,118,118,118,118,118,118,118,118,118,118,한식
TEST_05796,118,118,118,118,118,118,118,118,118,118,한식
TEST_05797,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05798,118,118,118,118,118,118,118,118,118,118,한식
TEST_05799,59,53,59,59,59,53,59,59,59,59,산
TEST_05800,118,118,118,118,118,118,118,118,118,118,한식
TEST_05801,61,61,61,61,61,61,61,61,61,61,수목원
TEST_05802,8,8,8,8,8,8,8,8,8,8,골프
TEST_05803,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_05804,7,7,7,7,7,7,7,7,7,7,고택
TEST_05805,118,118,118,118,118,118,118,118,118,118,한식
TEST_05806,97,97,97,97,97,97,97,97,97,97,전시관
TEST_05807,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05808,97,37,97,9,37,37,119,67,67,67,전시관
TEST_05809,116,116,116,116,116,116,116,116,116,116,폭포
TEST_05810,115,115,94,73,73,94,94,94,73,94,"야영장,오토캠핑장"
TEST_05811,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_05812,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05813,93,93,93,93,93,93,93,93,93,93,자연생태관광지
TEST_05814,96,96,96,96,96,96,118,96,96,96,전문상가
TEST_05815,118,118,118,118,118,118,118,118,118,118,한식
TEST_05816,111,86,86,86,86,86,11,86,86,86,이색거리
TEST_05817,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_05818,57,57,57,57,57,57,57,57,57,57,서양식
TEST_05819,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_05820,31,31,31,31,31,31,31,31,31,31,모텔
TEST_05821,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05822,44,44,44,44,44,44,44,44,44,44,박물관
TEST_05823,12,12,12,12,12,12,12,12,12,12,관광단지
TEST_05824,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05825,118,118,118,118,118,118,118,118,118,118,한식
TEST_05826,119,119,31,119,31,31,31,31,31,31,모텔
TEST_05827,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_05828,118,118,118,118,118,118,118,118,118,118,한식
TEST_05829,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_05830,25,23,23,23,23,23,23,23,23,23,대형서점
TEST_05831,82,82,82,93,82,82,93,93,93,93,유명건물
TEST_05832,52,52,52,52,52,52,52,52,52,52,사찰
TEST_05833,97,97,97,97,97,97,97,97,18,97,전시관
TEST_05834,118,118,118,118,118,118,118,118,118,118,한식
TEST_05835,121,73,121,121,121,121,121,121,121,121,해수욕장
TEST_05836,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_05837,118,118,118,118,118,118,118,118,118,118,한식
TEST_05838,118,118,118,118,118,118,118,118,118,118,한식
TEST_05839,91,91,91,91,91,91,91,91,91,91,일식
