,nomal,focal
5636,바/까페,바/까페
5637,해수욕장,해수욕장
5638,한식,한식
5639,바/까페,바/까페
5640,트래킹,트래킹
5641,유적지/사적지,유적지/사적지
5642,바/까페,서양식
5643,일반축제,일반축제
5644,한식,한식
5645,전문상가,전문상가
5646,"야영장,오토캠핑장","야영장,오토캠핑장"
5647,바/까페,바/까페
5648,종교성지,종교성지
5649,성,성
5650,유적지/사적지,유적지/사적지
5651,박람회,기타행사
5652,농.산.어촌 체험,농.산.어촌 체험
5653,유원지,유원지
5654,한식,한식
5655,윈드서핑/제트스키,윈드서핑/제트스키
5656,기념탑/기념비/전망대,기념탑/기념비/전망대
5657,서양식,서양식
5658,산,산
5659,"야영장,오토캠핑장","야영장,오토캠핑장"
5660,바/까페,바/까페
5661,게스트하우스,게스트하우스
5662,한식,한식
5663,유적지/사적지,유적지/사적지
5664,공원,공원
5665,"야영장,오토캠핑장","야영장,오토캠핑장"
5666,한옥스테이,한옥스테이
5667,공원,공원
5668,한식,한식
5669,기타,기타
5670,일반축제,일반축제
5671,유명건물,유명건물
5672,계곡,계곡
5673,일반축제,일반축제
5674,한식,한식
5675,한식,한식
5676,이색거리,이색거리
5677,해안절경,해안절경
5678,"야영장,오토캠핑장","야영장,오토캠핑장"
5679,고택,고택
5680,문화원,문화원
5681,바/까페,바/까페
5682,공원,공원
5683,한식,한식
5684,바/까페,바/까페
5685,전시관,자연생태관광지
5686,자연생태관광지,섬
5687,"야영장,오토캠핑장","야영장,오토캠핑장"
5688,한식,한식
5689,한식,한식
5690,이색거리,특산물판매점
5691,바/까페,바/까페
5692,한식,한식
5693,테마공원,테마공원
5694,서양식,서양식
5695,농.산.어촌 체험,농.산.어촌 체험
5696,공연장,공연장
5697,민속마을,민속마을
5698,한식,한식
5699,한식,한식
5700,문화원,문화원
5701,상설시장,상설시장
5702,사찰,사찰
5703,고택,고택
5704,한식,한식
5705,섬,섬
5706,자연생태관광지,자연생태관광지
5707,호수,호수
5708,기타행사,기타행사
5709,전시관,기타
5710,계곡,계곡
5711,"야영장,오토캠핑장","야영장,오토캠핑장"
5712,공연장,공연장
5713,골프,골프
5714,"야영장,오토캠핑장","야영장,오토캠핑장"
5715,기념탑/기념비/전망대,기념탑/기념비/전망대
5716,문화원,문화원
5717,농.산.어촌 체험,이색거리
5718,유원지,공원
5719,사찰,사찰
5720,바/까페,바/까페
5721,"공예,공방","공예,공방"
5722,공연장,공연장
5723,한식,한식
5724,해수욕장,해수욕장
5725,한식,한식
5726,관광단지,관광단지
5727,"야영장,오토캠핑장","야영장,오토캠핑장"
5728,한식,한식
5729,한식,한식
5730,이색거리,이색거리
5731,트래킹,트래킹
5732,생가,생가
5733,전문상가,전문상가
5734,일반축제,일반축제
5735,유원지,유원지
5736,한식,한식
5737,게스트하우스,게스트하우스
5738,한식,한식
5739,이색거리,이색거리
5740,계곡,계곡
5741,공연장,공연장
5742,"야영장,오토캠핑장","야영장,오토캠핑장"
5743,사찰,사찰
5744,기타행사,박람회
5745,한식,한식
5746,한식,한식
5747,모텔,모텔
5748,바다낚시,바다낚시
5749,바/까페,바/까페
5750,강,강
5751,골프,골프
5752,"야영장,오토캠핑장","야영장,오토캠핑장"
5753,전시관,전시관
5754,농.산.어촌 체험,농.산.어촌 체험
5755,전시관,기타
5756,계곡,계곡
5757,일반축제,일반축제
5758,한옥스테이,한옥스테이
5759,펜션,펜션
5760,한옥스테이,한옥스테이
5761,한식,한식
5762,한식,한식
5763,전시관,전시관
5764,일반축제,일반축제
5765,상설시장,상설시장
5766,"야영장,오토캠핑장","야영장,오토캠핑장"
5767,도서관,도서관
5768,기암괴석,기암괴석
5769,한식,한식
5770,유람선/잠수함관광,유람선/잠수함관광
5771,한식,한식
5772,테마공원,테마공원
5773,전시관,전시관
5774,민물낚시,민물낚시
5775,전시관,전시관
5776,한식,한식
5777,한식,한식
5778,테마공원,전시관
5779,한식,한식
5780,모텔,모텔
5781,상설시장,상설시장
5782,전시관,전시관
5783,강,강
5784,한식,한식
5785,유적지/사적지,유적지/사적지
5786,바/까페,바/까페
5787,골프,골프
5788,바/까페,바/까페
5789,바/까페,바/까페
5790,호수,호수
5791,한식,한식
5792,사찰,사찰
5793,해수욕장,해수욕장
5794,한식,한식
5795,한식,한식
5796,한식,한식
5797,"야영장,오토캠핑장","야영장,오토캠핑장"
5798,한식,한식
5799,산,산
5800,한식,한식
5801,공원,공원
5802,골프,골프
5803,바/까페,바/까페
5804,고택,고택
5805,한식,한식
5806,전시관,전시관
5807,사찰,사찰
5808,전시관,미술관/화랑
5809,폭포,폭포
5810,관광단지,관광단지
5811,농.산.어촌 체험,농.산.어촌 체험
5812,"야영장,오토캠핑장","야영장,오토캠핑장"
5813,자연생태관광지,자연생태관광지
5814,전문상가,전문상가
5815,한식,한식
5816,이색거리,이색거리
5817,유적지/사적지,유적지/사적지
5818,바/까페,서양식
5819,유명건물,유명건물
5820,모텔,모텔
5821,박물관,박물관
5822,박물관,박물관
5823,콘도미니엄,콘도미니엄
5824,일반축제,일반축제
5825,한식,한식
5826,모텔,모텔
5827,상설시장,상설시장
5828,한식,한식
5829,"야영장,오토캠핑장","야영장,오토캠핑장"
5830,대형서점,대형서점
5831,해안절경,자연생태관광지
5832,사찰,사찰
5833,전시관,전시관
5834,한식,한식
5835,해수욕장,해수욕장
5836,일반축제,일반축제
5837,한식,한식
5838,한식,한식
5839,일식,일식
5840,테마공원,전시관
5841,한식,한식
5842,한식,한식
5843,박물관,박물관
5844,한식,한식
5845,유명건물,유명건물
5846,박물관,박물관
5847,강,강
5848,한식,한식
5849,한식,한식
5850,전시관,전시관
5851,"야영장,오토캠핑장","야영장,오토캠핑장"
5852,한식,한식
5853,일식,일식
5854,기타,기타
5855,일반축제,일반축제
5856,한옥스테이,한옥스테이
5857,자연생태관광지,자연생태관광지
5858,산,산
5859,한식,한식
5860,골프,골프
5861,바/까페,바/까페
5862,자연생태관광지,자연생태관광지
5863,컨벤션센터,컨벤션센터
5864,한식,한식
5865,바/까페,바/까페
5866,한식,한식
5867,박물관,전시관
5868,"야영장,오토캠핑장","야영장,오토캠핑장"
5869,관광단지,관광단지
5870,"야영장,오토캠핑장","야영장,오토캠핑장"
5871,유적지/사적지,유적지/사적지
5872,한식,한식
5873,유원지,전시관
5874,농.산.어촌 체험,농.산.어촌 체험
5875,유원지,섬
5876,한식,한식
5877,"야영장,오토캠핑장","야영장,오토캠핑장"
5878,한식,한식
5879,"야영장,오토캠핑장","야영장,오토캠핑장"
5880,"야영장,오토캠핑장","야영장,오토캠핑장"
5881,"야영장,오토캠핑장","야영장,오토캠핑장"
5882,항구/포구,항구/포구
5883,기념관,기념관
5884,섬,섬
5885,한식,한식
5886,기암괴석,기암괴석
5887,펜션,펜션
5888,유적지/사적지,유적지/사적지
5889,바/까페,바/까페
5890,바/까페,바/까페
5891,한식,한식
5892,자연휴양림,산
5893,미술관/화랑,미술관/화랑
5894,농.산.어촌 체험,농.산.어촌 체험
5895,자연휴양림,자연휴양림
5896,한식,한식
5897,사찰,사찰
5898,유적지/사적지,유적지/사적지
5899,한식,한식
5900,사찰,사찰
5901,한식,한식
5902,공원,공원
5903,5일장,5일장
5904,산,산
5905,일반축제,일반축제
5906,한식,한식
5907,일식,일식
5908,썰매장,썰매장
5909,한식,한식
5910,바/까페,바/까페
5911,모텔,모텔
5912,자연휴양림,자연휴양림
5913,유적지/사적지,유적지/사적지
5914,산,산
5915,사찰,사찰
5916,한식,한식
5917,중식,중식
5918,사격장,사격장
5919,"야영장,오토캠핑장","야영장,오토캠핑장"
5920,일반축제,일반축제
5921,농.산.어촌 체험,자연생태관광지
5922,한식,한식
5923,미술관/화랑,미술관/화랑
5924,바/까페,바/까페
5925,5일장,5일장
5926,섬,섬
5927,섬,섬
5928,5일장,5일장
5929,5일장,상설시장
5930,한식,한식
5931,한식,한식
5932,미술관/화랑,미술관/화랑
5933,이색거리,이색거리
5934,이색거리,이색거리
5935,한식,한식
5936,호수,호수
5937,"야영장,오토캠핑장","야영장,오토캠핑장"
5938,한식,한식
5939,한식,한식
5940,한식,한식
5941,일반축제,일반축제
5942,"야영장,오토캠핑장","야영장,오토캠핑장"
5943,바/까페,바/까페
5944,상설시장,상설시장
5945,테마공원,테마공원
5946,바/까페,바/까페
5947,서양식,서양식
5948,한식,한식
5949,바/까페,바/까페
5950,한식,한식
5951,유원지,유원지
5952,중식,중식
5953,5일장,상설시장
5954,수영,수영
5955,한옥스테이,한옥스테이
5956,바/까페,바/까페
5957,승마,승마
5958,관광단지,관광단지
5959,한식,한식
5960,사찰,기념탑/기념비/전망대
5961,기념탑/기념비/전망대,기념관
5962,한식,한식
5963,박물관,박물관
5964,게스트하우스,게스트하우스
5965,"야영장,오토캠핑장","야영장,오토캠핑장"
5966,골프,골프
5967,한옥스테이,한옥스테이
5968,"야영장,오토캠핑장","야영장,오토캠핑장"
5969,공연장,공연장
5970,한식,한식
5971,자연생태관광지,자연생태관광지
5972,테마공원,콘도미니엄
5973,산,산
5974,다리/대교,다리/대교
5975,한식,한식
5976,박물관,박물관
5977,한식,한식
5978,"야영장,오토캠핑장",자연휴양림
5979,"야영장,오토캠핑장","야영장,오토캠핑장"
5980,"야영장,오토캠핑장","야영장,오토캠핑장"
5981,"야영장,오토캠핑장","야영장,오토캠핑장"
5982,이색거리,이색거리
5983,한식,한식
5984,공연장,공연장
5985,한식,한식
5986,중식,중식
5987,한식,한식
5988,농.산.어촌 체험,농.산.어촌 체험
5989,문화원,문화원
5990,한식,한식
5991,펜션,펜션
5992,바/까페,바/까페
5993,한식,한식
5994,한옥스테이,한옥스테이
5995,바/까페,바/까페
5996,한식,한식
5997,"야영장,오토캠핑장","야영장,오토캠핑장"
5998,"야영장,오토캠핑장","야영장,오토캠핑장"
5999,한식,한식
6000,희귀동.식물,희귀동.식물
6001,한식,한식
6002,관광단지,관광단지
6003,중식,중식
6004,전문상가,전문상가
6005,사찰,사찰
6006,공원,공원
6007,"야영장,오토캠핑장","야영장,오토캠핑장"
6008,펜션,펜션
6009,"야영장,오토캠핑장","야영장,오토캠핑장"
6010,공원,공원
6011,유명건물,유명건물
6012,한식,한식
6013,약수터,약수터
6014,일반축제,일반축제
6015,한식,한식
6016,바/까페,바/까페
6017,이색거리,이색거리
6018,유원지,유원지
6019,이색거리,농.산.어촌 체험
6020,한식,한식
6021,한식,한식
6022,도서관,도서관
6023,서양식,바/까페
6024,골프,골프
6025,공원,유원지
6026,서양식,서양식
6027,게스트하우스,게스트하우스
6028,한식,한식
6029,사찰,사찰
6030,게스트하우스,게스트하우스
6031,"야영장,오토캠핑장","야영장,오토캠핑장"
6032,공원,공원
6033,농.산.어촌 체험,농.산.어촌 체험
6034,일반축제,일반축제
6035,한식,한식
6036,한식,한식
6037,민박,민박
6038,전시관,이색거리
6039,강,자연생태관광지
6040,펜션,펜션
6041,한식,한식
6042,한식,한식
6043,온천/욕장/스파,온천/욕장/스파
6044,희귀동.식물,희귀동.식물
6045,"야영장,오토캠핑장","야영장,오토캠핑장"
6046,"야영장,오토캠핑장","야영장,오토캠핑장"
6047,기타,기타
6048,"야영장,오토캠핑장","야영장,오토캠핑장"
6049,한옥스테이,한옥스테이
6050,호수,호수
6051,한식,한식
6052,서양식,서양식
6053,펜션,모텔
6054,터널,터널
6055,한식,한식
6056,유원지,유원지
6057,한식,한식
6058,유명건물,유명건물
6059,중식,중식
6060,공연장,공연장
6061,"야영장,오토캠핑장","야영장,오토캠핑장"
6062,전문상가,전문상가
6063,한식,한식
6064,한식,한식
6065,공원,공원
6066,온천/욕장/스파,온천/욕장/스파
6067,유명건물,유명건물
6068,한식,한식
6069,일반축제,일반축제
6070,5일장,5일장
6071,자연생태관광지,자연생태관광지
6072,일식,일식
6073,공원,유원지
6074,한식,항구/포구
6075,한식,한식
6076,한식,한식
6077,"야영장,오토캠핑장","야영장,오토캠핑장"
6078,요트,요트
6079,생가,생가
6080,강,강
6081,온천/욕장/스파,온천/욕장/스파
6082,유적지/사적지,유적지/사적지
6083,바/까페,바/까페
6084,전시관,기념관
6085,모텔,모텔
6086,한식,한식
6087,농.산.어촌 체험,농.산.어촌 체험
6088,농.산.어촌 체험,민박
6089,바/까페,바/까페
6090,썰매장,썰매장
6091,이색거리,이색거리
6092,전시관,전시관
6093,전시관,전시관
6094,한식,한식
6095,중식,중식
6096,전시관,전시관
6097,한식,한식
6098,일반축제,기타행사
6099,폭포,폭포
6100,골프,골프
6101,자연생태관광지,트래킹
6102,패밀리레스토랑,패밀리레스토랑
6103,문화원,문화원
6104,한식,한식
6105,서양식,서양식
6106,"야영장,오토캠핑장","야영장,오토캠핑장"
6107,바/까페,바/까페
6108,한식,한식
6109,이색거리,이색거리
6110,사격장,사격장
6111,미술관/화랑,미술관/화랑
6112,유적지/사적지,유적지/사적지
6113,문화전수시설,문화전수시설
6114,일반축제,일반축제
6115,호수,호수
6116,온천/욕장/스파,온천/욕장/스파
6117,한식,한식
6118,한식,한식
6119,한옥스테이,한옥스테이
6120,테마공원,이색거리
6121,해수욕장,해수욕장
6122,한식,한식
6123,한식,한식
6124,한식,한식
6125,한식,한식
6126,펜션,한옥스테이
6127,기타,기타
6128,채식전문점,서양식
6129,한옥스테이,한옥스테이
6130,한식,한식
6131,바/까페,바/까페
6132,한식,한식
6133,사찰,사찰
6134,트래킹,트래킹
6135,해수욕장,해수욕장
6136,"야영장,오토캠핑장","야영장,오토캠핑장"
6137,윈드서핑/제트스키,윈드서핑/제트스키
6138,펜션,펜션
6139,패밀리레스토랑,패밀리레스토랑
6140,바/까페,바/까페
6141,유원지,전시관
6142,공원,공원
6143,한옥스테이,한옥스테이
6144,펜션,펜션
6145,유적지/사적지,유적지/사적지
6146,한식,한식
6147,한식,한식
6148,"야영장,오토캠핑장","야영장,오토캠핑장"
6149,한식,한식
6150,한식,한식
6151,펜션,펜션
6152,유원지,유원지
6153,식음료,"공예,공방"
6154,섬,해수욕장
6155,일반축제,일반축제
6156,관광단지,"야영장,오토캠핑장"
6157,한옥스테이,한옥스테이
6158,전문상가,특산물판매점
6159,항구/포구,항구/포구
6160,항구/포구,항구/포구
6161,한옥스테이,한옥스테이
6162,한식,한식
6163,한식,한식
6164,서양식,서양식
6165,"야영장,오토캠핑장","야영장,오토캠핑장"
6166,민물낚시,민물낚시
6167,펜션,펜션
6168,산,산
6169,"야영장,오토캠핑장","야영장,오토캠핑장"
6170,한식,한식
6171,한식,한식
6172,일반축제,일반축제
6173,이색거리,이색거리
6174,문화원,문화원
6175,기념관,기념관
6176,바/까페,바/까페
6177,한식,한식
6178,한식,한식
6179,섬,섬
6180,산,산
6181,일반축제,일반축제
6182,자연휴양림,자연휴양림
6183,계곡,강
6184,일반축제,일반축제
6185,"야영장,오토캠핑장","야영장,오토캠핑장"
6186,한식,한식
6187,전시관,전시관
6188,기념관,기념관
6189,등대,항구/포구
6190,계곡,계곡
6191,민물낚시,민물낚시
6192,일반축제,일반축제
6193,문화전수시설,농.산.어촌 체험
6194,"야영장,오토캠핑장","야영장,오토캠핑장"
6195,바/까페,바/까페
6196,트래킹,트래킹
6197,이색거리,이색거리
6198,사찰,사찰
6199,전문상가,전문상가
6200,전시관,전시관
6201,"야영장,오토캠핑장","야영장,오토캠핑장"
6202,한식,한식
6203,바/까페,바/까페
6204,헹글라이딩/패러글라이딩,농.산.어촌 체험
6205,종교성지,종교성지
6206,골프,골프
6207,복합 레포츠,복합 레포츠
6208,유람선/잠수함관광,유람선/잠수함관광
6209,유적지/사적지,유적지/사적지
6210,한식,한식
6211,계곡,계곡
6212,전시관,전시관
6213,유원지,수련시설
6214,항구/포구,항구/포구
6215,상설시장,상설시장
6216,일식,일식
6217,기타행사,기타행사
6218,유원지,기념관
6219,일식,일식
6220,민속마을,민속마을
6221,"야영장,오토캠핑장",펜션
6222,수목원,수목원
6223,한식,한식
6224,골프,골프
6225,한식,한식
6226,"야영장,오토캠핑장","야영장,오토캠핑장"
6227,사찰,사찰
6228,홈스테이,홈스테이
6229,일반축제,일반축제
6230,영화관,영화관
6231,수련시설,수련시설
6232,모텔,모텔
6233,기념탑/기념비/전망대,기념탑/기념비/전망대
6234,약수터,약수터
6235,한식,한식
6236,기념탑/기념비/전망대,기념탑/기념비/전망대
6237,테마공원,테마공원
6238,유원지,공원
6239,패밀리레스토랑,패밀리레스토랑
6240,한식,한식
6241,"야영장,오토캠핑장","야영장,오토캠핑장"
6242,골프,골프
6243,농.산.어촌 체험,농.산.어촌 체험
6244,"야영장,오토캠핑장","야영장,오토캠핑장"
6245,유적지/사적지,유적지/사적지
6246,유명건물,유명건물
6247,한옥스테이,한옥스테이
6248,유명건물,유명건물
6249,한식,한식
6250,한식,한식
6251,계곡,계곡
6252,일반축제,일반축제
6253,한식,한식
6254,한옥스테이,한옥스테이
6255,"야영장,오토캠핑장","야영장,오토캠핑장"
6256,바다낚시,바다낚시
6257,바/까페,바/까페
6258,일반축제,일반축제
6259,이색거리,이색거리
6260,항구/포구,항구/포구
6261,일반축제,기타행사
6262,한옥스테이,한옥스테이
6263,전문상가,전문상가
6264,한식,한식
6265,유람선/잠수함관광,유람선/잠수함관광
6266,한식,한식
6267,서양식,서양식
6268,해수욕장,해수욕장
6269,한식,한식
6270,농.산.어촌 체험,농.산.어촌 체험
6271,기타,이색거리
6272,공원,공원
6273,"야영장,오토캠핑장","야영장,오토캠핑장"
6274,모텔,모텔
6275,"야영장,오토캠핑장","야영장,오토캠핑장"
6276,농.산.어촌 체험,농.산.어촌 체험
6277,일반축제,일반축제
6278,모텔,모텔
6279,해수욕장,해수욕장
6280,모텔,모텔
6281,이색거리,이색거리
6282,트래킹,트래킹
6283,미술관/화랑,미술관/화랑
6284,한옥스테이,한옥스테이
6285,중식,중식
6286,전시관,전시관
6287,"야영장,오토캠핑장","야영장,오토캠핑장"
6288,한식,한식
6289,펜션,펜션
6290,한식,한식
6291,"야영장,오토캠핑장","야영장,오토캠핑장"
6292,민물낚시,민물낚시
6293,한식,한식
6294,수목원,수목원
6295,한식,한식
6296,전시관,전시관
6297,한식,한식
6298,한식,한식
6299,유적지/사적지,유적지/사적지
6300,박물관,박물관
6301,공원,자연생태관광지
6302,일반축제,일반축제
6303,전시관,전시관
6304,"야영장,오토캠핑장","야영장,오토캠핑장"
6305,한식,한식
6306,공원,공원
6307,한식,한식
6308,서양식,서양식
6309,유원지,공원
6310,한식,한식
6311,한식,한식
6312,이색거리,이색거리
6313,희귀동.식물,희귀동.식물
6314,한식,한식
6315,문,문
6316,"야영장,오토캠핑장","야영장,오토캠핑장"
6317,한식,한식
6318,기념관,기념관
6319,다리/대교,다리/대교
6320,한식,한식
6321,한식,한식
6322,펜션,펜션
6323,중식,중식
6324,성,성
6325,"야영장,오토캠핑장","야영장,오토캠핑장"
6326,해수욕장,해수욕장
6327,전문상가,전문상가
6328,이색거리,전시관
6329,골프,골프
6330,바/까페,바/까페
6331,사찰,사찰
6332,산,산
6333,한식,한식
6334,자연휴양림,자연휴양림
6335,윈드서핑/제트스키,윈드서핑/제트스키
6336,사찰,사찰
6337,바다낚시,바다낚시
6338,자연생태관광지,자연생태관광지
6339,사찰,사찰
6340,"야영장,오토캠핑장","야영장,오토캠핑장"
6341,트래킹,트래킹
6342,수목원,수목원
6343,한식,한식
6344,"야영장,오토캠핑장","야영장,오토캠핑장"
6345,한식,한식
6346,이색거리,이색거리
6347,이색거리,이색거리
6348,전시관,유적지/사적지
6349,한식,한식
6350,한식,한식
6351,전문상가,전문상가
6352,한식,한식
6353,서양식,서양식
6354,"야영장,오토캠핑장","야영장,오토캠핑장"
6355,해수욕장,해수욕장
6356,항구/포구,항구/포구
6357,섬,항구/포구
6358,공원,공원
6359,한식,한식
6360,한식,중식
6361,한식,한식
6362,한식,한식
6363,한식,한식
6364,"야영장,오토캠핑장","야영장,오토캠핑장"
6365,전문상가,전문상가
6366,수목원,수목원
6367,도서관,도서관
6368,상설시장,상설시장
6369,한식,한식
6370,헹글라이딩/패러글라이딩,헹글라이딩/패러글라이딩
6371,종교성지,종교성지
6372,5일장,5일장
6373,유적지/사적지,유적지/사적지
6374,일식,일식
6375,바/까페,바/까페
6376,한식,한식
6377,온천/욕장/스파,대형서점
6378,농.산.어촌 체험,농.산.어촌 체험
6379,계곡,산
6380,박물관,박물관
6381,"야영장,오토캠핑장","야영장,오토캠핑장"
6382,승마,승마
6383,공연장,공연장
6384,홈스테이,홈스테이
6385,한식,서양식
6386,한식,한식
6387,한식,한식
6388,한식,한식
6389,유적지/사적지,유적지/사적지
6390,트래킹,트래킹
6391,공연장,공연장
6392,강,강
6393,"야영장,오토캠핑장","야영장,오토캠핑장"
6394,미술관/화랑,미술관/화랑
6395,한식,한식
6396,한식,한식
6397,한옥스테이,한옥스테이
6398,한옥스테이,모텔
6399,한옥스테이,한옥스테이
6400,문화원,문화원
6401,한식,한식
6402,수목원,수목원
6403,기념탑/기념비/전망대,기념탑/기념비/전망대
6404,항구/포구,다리/대교
6405,박물관,박물관
6406,유원지,자연생태관광지
6407,서양식,서양식
6408,트래킹,트래킹
6409,"야영장,오토캠핑장","야영장,오토캠핑장"
6410,한식,한식
6411,문화원,문화원
6412,바/까페,"공예,공방"
6413,게스트하우스,게스트하우스
6414,모텔,모텔
6415,온천/욕장/스파,온천/욕장/스파
6416,민물낚시,민물낚시
6417,사찰,사찰
6418,한식,한식
6419,모텔,모텔
6420,한식,한식
6421,한식,한식
6422,한식,한식
6423,한식,한식
6424,"야영장,오토캠핑장","야영장,오토캠핑장"
6425,한식,한식
6426,상설시장,상설시장
6427,골프,골프
6428,전시관,전시관
6429,미술관/화랑,미술관/화랑
6430,"야영장,오토캠핑장","야영장,오토캠핑장"
6431,박물관,박물관
6432,계곡,계곡
6433,펜션,펜션
6434,한식,한식
6435,민속마을,일반축제
6436,자연생태관광지,이색거리
6437,다리/대교,다리/대교
6438,한식,한식
6439,"야영장,오토캠핑장","야영장,오토캠핑장"
6440,산,산
6441,한식,한식
6442,한식,한식
6443,온천/욕장/스파,온천/욕장/스파
6444,한식,한식
6445,미술관/화랑,미술관/화랑
6446,서양식,서양식
6447,한식,한식
6448,유적지/사적지,유적지/사적지
6449,트래킹,자연생태관광지
6450,"야영장,오토캠핑장","야영장,오토캠핑장"
6451,한식,한식
6452,이색거리,이색거리
6453,바/까페,바/까페
6454,테마공원,테마공원
6455,미술관/화랑,미술관/화랑
6456,섬,섬
6457,공연장,공연장
6458,유적지/사적지,유적지/사적지
6459,한식,한식
6460,유적지/사적지,유적지/사적지
6461,유적지/사적지,유적지/사적지
6462,강,강
6463,성,성
6464,골프,골프
6465,한식,한식
6466,자연생태관광지,자연생태관광지
6467,상설시장,상설시장
6468,한식,한식
6469,기념관,기념관
6470,한옥스테이,한옥스테이
6471,계곡,계곡
6472,"야영장,오토캠핑장","야영장,오토캠핑장"
6473,트래킹,트래킹
6474,계곡,계곡
6475,일반축제,일반축제
6476,전문상가,전문상가
6477,서양식,서양식
6478,농.산.어촌 체험,5일장
6479,한식,한식
6480,해수욕장,해수욕장
6481,고택,고택
6482,한식,한식
6483,수련시설,수련시설
6484,테마공원,테마공원
6485,이색거리,이색거리
6486,도서관,도서관
6487,골프,골프
6488,산,산
6489,서양식,서양식
6490,기타행사,기타행사
6491,한식,한식
6492,한식,한식
6493,공원,공원
6494,전문상가,관광단지
6495,수목원,수목원
6496,골프,골프
6497,자연생태관광지,자연생태관광지
6498,일반축제,일반축제
6499,바/까페,바/까페
6500,민물낚시,민물낚시
6501,한식,한식
6502,한식,한식
6503,스키(보드) 렌탈샵,스키(보드) 렌탈샵
6504,"야영장,오토캠핑장","야영장,오토캠핑장"
6505,모텔,모텔
6506,"야영장,오토캠핑장","야영장,오토캠핑장"
6507,일반축제,일반축제
6508,서양식,서양식
6509,5일장,5일장
6510,모텔,모텔
6511,카지노,카지노
6512,상설시장,상설시장
6513,펜션,펜션
6514,모텔,모텔
6515,한식,한식
6516,일반축제,일반축제
6517,안보관광,안보관광
6518,유적지/사적지,유적지/사적지
6519,등대,등대
6520,모텔,모텔
6521,문화전수시설,문화전수시설
6522,종교성지,종교성지
6523,유적지/사적지,유적지/사적지
6524,민물낚시,민물낚시
6525,한식,한식
6526,다리/대교,유명건물
6527,바/까페,바/까페
6528,모텔,모텔
6529,폭포,폭포
6530,민물낚시,민물낚시
6531,한식,한식
6532,모텔,모텔
6533,해수욕장,해수욕장
6534,유원지,유원지
6535,산,산
6536,동상,동상
6537,중식,중식
6538,테마공원,수련시설
6539,박물관,박물관
6540,이색거리,이색거리
6541,"야영장,오토캠핑장","야영장,오토캠핑장"
6542,한식,한식
6543,한식,한식
6544,한식,한식
6545,희귀동.식물,희귀동.식물
6546,전시관,전시관
6547,바/까페,바/까페
6548,테마공원,테마공원
6549,항구/포구,항구/포구
6550,산,산
6551,유명건물,유명건물
6552,전시관,이색거리
6553,한식,한식
6554,자연휴양림,자연휴양림
6555,한식,한식
6556,펜션,펜션
6557,한식,한식
6558,유적지/사적지,유적지/사적지
6559,바/까페,바/까페
6560,상설시장,상설시장
6561,한식,한식
6562,이색거리,유원지
6563,산,산
6564,유원지,유원지
6565,농.산.어촌 체험,농.산.어촌 체험
6566,공연장,공연장
6567,바/까페,바/까페
6568,윈드서핑/제트스키,윈드서핑/제트스키
6569,관광단지,관광단지
6570,사찰,사찰
6571,모텔,모텔
6572,한식,한식
6573,기념탑/기념비/전망대,기념탑/기념비/전망대
6574,"야영장,오토캠핑장","야영장,오토캠핑장"
6575,고궁,고궁
6576,한식,한식
6577,한식,한식
6578,농.산.어촌 체험,농.산.어촌 체험
6579,유적지/사적지,유적지/사적지
6580,한식,한식
6581,한식,한식
6582,고택,고택
6583,전문상가,전문상가
6584,산,산
6585,유적지/사적지,유적지/사적지
6586,사찰,사찰
6587,한식,한식
6588,"야영장,오토캠핑장","야영장,오토캠핑장"
6589,모텔,모텔
6590,민속마을,한옥스테이
6591,한식,한식
6592,게스트하우스,게스트하우스
6593,"야영장,오토캠핑장","야영장,오토캠핑장"
6594,한식,한식
6595,문화원,문화원
6596,기타,이색거리
6597,중식,중식
6598,한식,한식
6599,한식,한식
6600,서양식,서양식
6601,이색거리,농.산.어촌 체험
6602,박물관,박물관
6603,유원지,유원지
6604,복합 레포츠,복합 레포츠
6605,"공예,공방","공예,공방"
6606,윈드서핑/제트스키,윈드서핑/제트스키
6607,한식,한식
6608,민물낚시,민물낚시
6609,한식,한식
6610,상설시장,상설시장
6611,사찰,사찰
6612,사찰,사찰
6613,사찰,사찰
6614,일반축제,일반축제
6615,"야영장,오토캠핑장","야영장,오토캠핑장"
6616,중식,중식
6617,항구/포구,항구/포구
6618,게스트하우스,게스트하우스
6619,사찰,사찰
6620,공원,공원
6621,농.산.어촌 체험,농.산.어촌 체험
6622,한옥스테이,한옥스테이
6623,전문상가,전문상가
6624,한식,한식
6625,유원지,유원지
6626,일반축제,일반축제
6627,기념탑/기념비/전망대,기념탑/기념비/전망대
6628,펜션,펜션
6629,문화원,도서관
6630,한식,한식
6631,바다낚시,바다낚시
6632,특산물판매점,전문상가
6633,한식,한식
6634,바/까페,바/까페
6635,한식,한식
6636,농.산.어촌 체험,농.산.어촌 체험
6637,중식,중식
6638,박람회,기타행사
6639,산,산
6640,수목원,수목원
6641,중식,중식
6642,"야영장,오토캠핑장","야영장,오토캠핑장"
6643,바/까페,바/까페
6644,홈스테이,홈스테이
6645,"야영장,오토캠핑장","야영장,오토캠핑장"
6646,유명건물,유명건물
6647,농.산.어촌 체험,농.산.어촌 체험
6648,한옥스테이,한옥스테이
6649,해수욕장,해수욕장
6650,한옥스테이,한옥스테이
6651,한식,한식
6652,다리/대교,다리/대교
6653,유적지/사적지,유적지/사적지
6654,한식,한식
